id,tclase
23072,OFF
8351,NON
50496,NON
49433,NON
5464,NON
34969,NON
44486,NON
52925,NON
38656,NON
26404,NON
44098,NON
7485,NON
56189,NON
13511,NON
38615,NON
33023,NON
58777,NON
12353,NON
15260,OFF
59408,NON
50257,NON
28403,NON
45136,NON
32189,NON
58177,NON
53627,NON
51991,NON
1273,NON
48396,NON
8493,NON
49584,NON
15127,NON
58367,NON
15839,NON
6178,OFF
53242,NON
17944,NON
34624,NON
59550,NON
32713,NON
55855,NON
27272,NON
25931,NON
48546,OFF
25193,NON
4701,OFF
46243,NON
15633,NON
32970,NON
44234,OFF
47443,OFF
39363,NON
49828,NON
52264,NON
59802,NON
36794,OFF
55582,NON
12952,NON
11389,NON
1799,NON
15070,NON
24513,NON
51568,NON
47608,NON
21893,NON
9835,NON
29189,NON
48694,NON
36500,NON
27658,NON
10712,NON
51713,NON
12169,NON
33180,NON
56073,NON
750,NON
31853,NON
3668,NON
33153,OFF
39115,NON
20317,NON
57036,NON
39050,NON
21635,NON
42399,NON
20880,NON
39610,NON
37035,NON
5123,NON
14767,NON
30146,NON
35500,NON
12660,NON
49026,NON
35163,NON
21433,NON
48974,NON
12376,NON
58667,NON
37464,OFF
59440,OFF
23206,NON
3640,NON
36927,OFF
47752,NON
7515,NON
32914,NON
41310,NON
43234,OFF
26645,NON
57177,NON
52974,NON
16922,OFF
7058,NON
31607,NON
15986,NON
11946,NON
55455,NON
36478,OFF
13472,NON
24136,NON
633,NON
31725,NON
19275,NON
24594,NON
3709,NON
33014,NON
35238,OFF
57033,NON
7215,NON
30706,NON
57719,NON
23063,NON
47461,NON
6456,NON
11927,OFF
4094,NON
57665,NON
20468,NON
41819,NON
23646,NON
51888,NON
45652,NON
55763,NON
44014,NON
53992,NON
55900,OFF
10531,NON
42353,NON
1528,NON
3590,NON
58680,OFF
9366,NON
21501,NON
45444,OFF
37922,NON
44811,NON
49306,NON
29176,NON
44285,NON
42263,OFF
22163,NON
36840,NON
11534,NON
27197,NON
39838,NON
48084,NON
40551,NON
35260,NON
17406,OFF
32612,NON
16982,NON
28538,NON
29240,NON
40670,NON
43951,NON
18853,NON
13793,NON
25491,NON
51164,NON
31599,OFF
41524,NON
49425,NON
28668,NON
47805,NON
29474,NON
4201,NON
46105,OFF
28806,NON
21764,NON
16796,NON
2852,NON
33877,NON
33177,OFF
53802,NON
3448,OFF
14665,OFF
42820,NON
1245,OFF
58518,NON
59123,NON
43451,NON
25180,OFF
56525,NON
14126,NON
17568,NON
21516,NON
7830,NON
32010,NON
13095,NON
48771,NON
29813,OFF
45848,NON
52279,NON
57122,OFF
24161,NON
38737,NON
7753,NON
11494,OFF
22689,NON
9688,NON
36749,NON
7905,OFF
20166,NON
59255,NON
4832,NON
184,NON
54194,NON
22054,NON
32095,NON
21731,NON
53359,NON
31351,NON
42814,OFF
22409,OFF
25345,NON
722,NON
50224,NON
9920,NON
42701,NON
32294,NON
12478,NON
14075,NON
34145,NON
58985,NON
1352,NON
49979,NON
6742,NON
6825,NON
27026,NON
28749,NON
13632,NON
38502,NON
7655,NON
12980,NON
2554,NON
33747,NON
10643,NON
12257,NON
53103,NON
39068,NON
7460,NON
57534,NON
20650,NON
50757,NON
33902,NON
15788,NON
59464,NON
26344,NON
22315,NON
54617,NON
48163,NON
57563,NON
55480,OFF
9563,NON
38406,NON
30401,NON
50819,NON
29604,NON
24804,NON
55748,NON
3194,NON
36623,NON
51599,OFF
5363,NON
37803,NON
29244,NON
20859,NON
9080,NON
18188,NON
9369,NON
18589,NON
26709,NON
38927,NON
50614,NON
4037,NON
6141,NON
28717,NON
47663,OFF
42883,NON
47780,NON
49663,NON
30992,NON
34243,NON
37804,NON
42484,NON
29113,NON
33416,NON
38921,OFF
692,NON
49644,OFF
21554,NON
14709,NON
52917,OFF
43764,NON
3470,NON
36106,NON
44711,OFF
45707,NON
33728,NON
3063,NON
56848,NON
50818,OFF
25635,NON
4107,NON
7235,NON
13976,NON
13784,NON
20521,NON
56620,NON
27604,NON
57496,NON
42622,NON
57138,OFF
27158,NON
9512,NON
58608,NON
3599,OFF
39625,NON
32204,OFF
6513,NON
55512,NON
25224,NON
17097,NON
19115,NON
6079,NON
57816,NON
534,NON
49390,NON
59952,NON
36686,NON
9523,NON
58189,OFF
21985,NON
55043,OFF
11302,NON
39407,NON
27885,NON
18351,OFF
46546,NON
55666,NON
58172,NON
14443,NON
37517,OFF
48792,NON
59564,NON
22550,NON
42323,OFF
12844,NON
19467,NON
21942,NON
48822,NON
40923,NON
9613,OFF
17610,NON
7760,NON
55367,OFF
12238,OFF
11042,OFF
32041,NON
33121,NON
33297,NON
24777,NON
56655,NON
38095,NON
26174,NON
45839,NON
49876,NON
9976,NON
22802,NON
59644,NON
48958,NON
44920,NON
14760,NON
29858,NON
21983,NON
12249,NON
10426,OFF
25164,NON
59221,NON
56091,NON
6209,NON
56645,OFF
23992,NON
33986,NON
38971,NON
36162,NON
6258,NON
11648,OFF
40633,NON
38843,NON
13260,NON
8914,NON
40139,NON
25286,NON
53788,NON
30583,NON
12633,OFF
47008,NON
34114,NON
13167,NON
24148,NON
19291,NON
25206,NON
57657,NON
35606,NON
36773,NON
59006,NON
23228,NON
54123,NON
23050,NON
55145,NON
28779,NON
41427,NON
3045,NON
14639,OFF
10213,NON
5748,NON
27433,NON
49970,NON
38947,NON
51836,NON
46380,NON
56714,NON
22356,NON
7534,OFF
25909,NON
13424,NON
19906,NON
57003,NON
39381,NON
55081,NON
49966,NON
57571,OFF
17716,NON
1041,NON
13832,NON
1762,NON
20052,NON
19148,NON
58883,NON
41438,NON
9299,NON
33543,NON
55693,NON
36464,NON
36635,NON
16583,NON
8441,NON
21182,NON
22045,NON
22671,NON
160,NON
12371,OFF
25812,NON
1043,NON
3592,NON
53501,NON
18797,NON
7109,NON
10524,NON
45003,NON
7402,NON
34655,NON
38579,NON
42211,NON
30721,NON
17450,NON
1893,NON
40362,OFF
55707,NON
11727,NON
59876,NON
57329,OFF
32712,OFF
19218,NON
12023,NON
13492,NON
41178,NON
16709,NON
47317,OFF
59224,NON
54758,NON
45019,NON
12896,NON
20229,NON
31403,NON
52064,NON
43207,NON
22255,NON
11516,OFF
52390,NON
56594,OFF
24606,NON
16139,NON
52262,NON
6134,NON
21434,NON
56856,NON
11748,NON
36179,NON
59895,NON
13957,NON
59837,NON
15979,NON
30319,NON
49609,NON
49444,NON
45665,OFF
13533,NON
3736,NON
51364,NON
24671,NON
38742,NON
27121,NON
59004,NON
41986,NON
40865,NON
28111,OFF
7577,NON
28748,NON
12387,NON
32516,NON
1845,NON
40799,NON
24092,NON
22473,NON
21175,OFF
29083,NON
14043,NON
34797,NON
53447,OFF
24481,NON
21467,NON
7685,NON
18946,NON
57727,NON
53394,NON
2002,NON
7475,NON
35213,NON
33397,NON
22224,OFF
11944,NON
13571,OFF
32037,NON
47796,NON
32798,NON
59476,OFF
51325,NON
4110,NON
51205,NON
43522,NON
57424,OFF
28487,OFF
21260,NON
17720,NON
21390,OFF
3862,NON
34147,NON
53319,NON
52008,NON
54327,OFF
52705,NON
50658,NON
5586,NON
49397,OFF
10195,OFF
32913,NON
14233,NON
52859,NON
39258,NON
59526,NON
18939,NON
15326,NON
6459,NON
50333,NON
32149,OFF
57234,NON
23868,OFF
19215,OFF
59373,NON
59661,NON
58604,NON
39930,NON
39934,NON
56816,NON
49619,NON
44974,NON
25414,NON
46994,NON
13188,NON
28970,NON
35136,OFF
21954,OFF
10032,NON
14568,NON
9407,NON
24617,NON
28563,NON
12246,OFF
55114,NON
53333,NON
21632,NON
12218,NON
15688,NON
14679,NON
9061,NON
24872,NON
52702,NON
13187,NON
24364,OFF
25243,NON
58577,NON
21395,NON
508,NON
11375,NON
13360,NON
52270,NON
33583,NON
49889,OFF
29393,NON
2236,NON
20657,NON
31296,NON
52948,NON
22332,NON
35910,NON
5500,NON
11800,NON
34665,NON
22644,OFF
54984,NON
5118,NON
40941,NON
17845,NON
55895,NON
33169,NON
8788,NON
57323,OFF
17950,NON
50161,OFF
18842,NON
49380,NON
9963,NON
33156,NON
23969,NON
59602,NON
44464,NON
45816,NON
14282,NON
18994,NON
49312,NON
3440,NON
25557,NON
47274,NON
54722,NON
20914,NON
37262,OFF
43171,NON
24482,NON
19172,NON
55053,NON
44959,NON
12298,NON
2686,NON
29802,NON
10514,NON
33853,NON
39359,NON
2842,OFF
55547,NON
53669,NON
7190,NON
4488,NON
46723,NON
53665,OFF
34315,NON
6157,NON
51115,OFF
51438,NON
19351,OFF
32821,NON
23436,NON
44970,NON
18371,OFF
13463,NON
309,NON
5065,NON
34543,NON
15537,OFF
33894,NON
27034,NON
29751,OFF
45740,NON
55609,OFF
23566,NON
5081,NON
32538,NON
4828,NON
10423,NON
55051,NON
42736,NON
39295,NON
6396,NON
8183,NON
22862,NON
20356,NON
24508,NON
23070,NON
31554,NON
13927,NON
35998,NON
12032,NON
9493,NON
38049,NON
42004,NON
55058,NON
54733,OFF
21101,NON
34527,NON
34820,NON
24918,NON
5797,NON
25099,NON
47415,NON
34120,NON
59989,NON
56571,OFF
5429,NON
10017,NON
52355,NON
25734,NON
1726,NON
16996,NON
2951,NON
49844,NON
14444,NON
49703,NON
18954,NON
6697,OFF
29585,NON
58586,OFF
28778,NON
6373,NON
7152,NON
20878,NON
57705,OFF
19034,NON
28263,OFF
39693,NON
44563,OFF
582,NON
30719,NON
3108,NON
36217,NON
42499,NON
40918,OFF
7960,OFF
51973,NON
17242,NON
10123,NON
22965,NON
45437,NON
43024,NON
537,NON
38993,OFF
33842,NON
27576,OFF
52136,NON
49234,OFF
4323,NON
54117,NON
43714,OFF
13607,NON
17904,OFF
49062,NON
17200,NON
10277,NON
35919,NON
10698,NON
28031,NON
23458,NON
7645,NON
42946,NON
56229,NON
36342,OFF
38019,NON
6492,OFF
37082,NON
4555,OFF
48871,NON
9742,NON
42066,NON
23251,NON
20034,NON
19309,NON
32887,OFF
26243,NON
35617,NON
51137,NON
47037,NON
16969,NON
13977,NON
6772,OFF
49918,NON
20243,NON
56450,NON
16510,NON
21432,NON
17597,NON
24674,NON
34333,OFF
31337,NON
56,NON
5127,NON
18312,NON
44638,NON
27820,OFF
30328,NON
1257,NON
25748,NON
45426,NON
14258,NON
15707,NON
42864,NON
20461,NON
24340,NON
13397,NON
5364,NON
11074,OFF
41720,NON
53659,NON
59277,NON
35172,OFF
44635,NON
18533,NON
35280,NON
47911,NON
12685,OFF
5419,NON
35510,OFF
6069,NON
48451,NON
10483,NON
9624,NON
37703,NON
58031,NON
25471,NON
18120,NON
56805,NON
42212,OFF
26051,NON
53706,NON
31047,NON
29819,NON
18318,NON
20373,NON
43236,NON
33135,NON
33819,NON
26151,NON
29854,NON
9925,NON
22842,NON
10236,NON
9042,NON
40514,NON
2165,NON
43723,NON
7838,NON
43855,NON
7012,NON
15865,NON
26231,NON
4084,NON
22618,NON
47104,NON
7499,NON
13781,OFF
36942,NON
4373,NON
5293,NON
24348,NON
58647,NON
57254,NON
4322,NON
55325,NON
52987,NON
50836,NON
55626,NON
58978,OFF
40532,NON
46339,NON
45890,NON
39442,OFF
13962,NON
39961,NON
15756,NON
46195,NON
800,NON
50790,NON
28381,NON
51792,OFF
30343,NON
46013,NON
54556,NON
41826,NON
47014,NON
15157,NON
882,NON
33732,NON
57319,NON
51456,NON
24400,NON
53027,NON
38107,OFF
55964,NON
1764,NON
28642,NON
55927,NON
33178,NON
58958,NON
30089,NON
19783,NON
20266,NON
39582,NON
19436,OFF
55524,NON
928,NON
21655,NON
39573,NON
36694,NON
52467,NON
59539,NON
47047,NON
50326,NON
37928,NON
7559,NON
57606,NON
1387,OFF
33808,NON
4457,NON
14954,OFF
34289,NON
19771,NON
54042,NON
34064,OFF
52287,NON
35585,OFF
1884,NON
57878,NON
42831,NON
19950,NON
58860,NON
12604,NON
1058,OFF
23866,NON
49735,NON
16025,NON
36913,NON
13992,NON
38563,NON
19674,NON
12217,NON
45175,OFF
3105,NON
24372,NON
58033,NON
58056,NON
29692,NON
41077,NON
20540,NON
17790,NON
37783,NON
7500,NON
56842,NON
23390,NON
28874,NON
48895,NON
54286,NON
8412,NON
18215,NON
14910,NON
39303,NON
38829,OFF
18958,NON
12553,NON
45038,NON
7783,NON
19542,NON
14906,OFF
29185,NON
15924,NON
19321,NON
50291,NON
22932,NON
17820,OFF
10814,NON
17094,NON
11538,NON
8327,NON
12497,NON
44549,NON
33402,NON
3713,NON
24914,NON
15585,NON
33453,NON
41299,NON
22256,NON
59151,NON
725,NON
20955,NON
8469,NON
38194,NON
57917,NON
57953,NON
28025,NON
57925,NON
29187,NON
10332,OFF
54272,OFF
42526,NON
16098,NON
16272,NON
28187,NON
17201,NON
9069,NON
43976,NON
55650,OFF
51780,NON
13920,OFF
56631,NON
39193,NON
48425,NON
6235,NON
16769,NON
6265,NON
19879,NON
9152,NON
10672,NON
46655,NON
53461,NON
104,NON
43624,NON
8535,OFF
23277,NON
11321,NON
50753,NON
54308,NON
12087,OFF
33582,NON
52818,NON
51970,NON
25469,OFF
48483,NON
17908,NON
8978,NON
15148,NON
48263,NON
23638,NON
45102,OFF
38430,NON
37649,NON
4960,NON
45305,NON
9382,NON
33753,OFF
36011,NON
38379,NON
45092,NON
5665,NON
38557,NON
50696,NON
55472,OFF
59755,NON
59868,NON
42950,NON
35151,NON
4720,OFF
26713,NON
57981,NON
5954,NON
14504,NON
42904,NON
2762,NON
39336,NON
40294,NON
38787,NON
58689,OFF
42055,NON
43863,NON
7552,NON
50386,NON
10153,OFF
41362,NON
42019,NON
23075,NON
15898,NON
5611,OFF
59567,NON
57603,NON
1406,NON
31605,NON
228,NON
5451,NON
42943,NON
52488,NON
18765,NON
30359,NON
52172,NON
17014,NON
20692,NON
56559,NON
29719,NON
9924,OFF
4384,NON
29407,NON
33810,NON
1813,NON
10519,NON
15237,OFF
30742,OFF
53246,NON
34384,NON
24492,NON
19469,OFF
15963,NON
33457,NON
35978,OFF
35341,OFF
23036,NON
45998,NON
55830,NON
38103,NON
43295,NON
43755,OFF
50633,NON
15748,OFF
445,NON
53608,NON
37055,OFF
42840,NON
58376,NON
6037,NON
8899,NON
20043,NON
40632,NON
38768,NON
23466,NON
15507,NON
12605,OFF
28866,NON
33642,NON
2850,NON
17909,NON
4595,NON
49788,NON
33692,NON
51530,NON
30216,NON
11294,NON
51498,OFF
56681,NON
6381,NON
34513,NON
19809,NON
56221,NON
17577,NON
49654,NON
23855,OFF
35018,NON
30967,NON
15966,OFF
49697,NON
5030,NON
47288,NON
25004,NON
855,NON
3265,NON
12278,NON
4932,NON
19553,OFF
25892,NON
30114,NON
11032,NON
26927,NON
52504,NON
42117,OFF
35037,NON
54080,NON
1507,NON
20018,NON
55672,NON
31000,NON
43582,NON
58917,NON
3326,NON
54340,OFF
17694,NON
32381,NON
56055,NON
11322,NON
42463,NON
53456,NON
8438,OFF
17001,NON
2597,NON
28429,NON
51397,NON
54399,NON
19535,NON
59049,NON
41163,NON
46851,NON
33757,NON
2332,NON
2779,NON
54429,NON
17208,NON
19974,OFF
46682,NON
52764,NON
39438,NON
17502,NON
17646,NON
1214,NON
14414,NON
52124,NON
18313,NON
38574,NON
26849,NON
58001,NON
262,NON
58818,NON
41904,NON
47714,NON
50394,NON
39434,NON
38209,NON
8370,NON
50307,NON
22815,NON
3707,NON
59460,NON
37068,NON
21888,NON
11784,NON
21694,NON
58829,OFF
29805,NON
23631,NON
26131,NON
18906,NON
42518,NON
51321,NON
42278,OFF
28087,NON
28062,NON
47602,NON
36706,NON
32126,NON
23957,NON
45629,NON
54873,NON
25432,NON
32135,OFF
59065,NON
46881,NON
58187,NON
20544,NON
8927,NON
50840,NON
36184,NON
35948,NON
8010,OFF
44904,NON
9126,NON
43409,NON
27851,OFF
39858,NON
4724,NON
34738,NON
9785,NON
43351,NON
47160,OFF
50082,NON
41642,NON
54173,NON
48909,OFF
14232,NON
21378,NON
19471,NON
2854,NON
34204,NON
7118,NON
25073,NON
28336,NON
50019,OFF
5593,NON
51988,NON
26535,OFF
45446,NON
4476,NON
33344,NON
50258,NON
16702,NON
32462,NON
28328,NON
44021,NON
5800,OFF
30324,NON
30851,NON
51014,NON
16492,NON
41088,NON
11235,NON
39552,OFF
4679,NON
38247,NON
7063,NON
38685,NON
4033,NON
20368,NON
6752,NON
38017,NON
15042,NON
53806,NON
47521,NON
57266,NON
4148,NON
53028,NON
5186,NON
27470,NON
34696,NON
40972,NON
24522,NON
44287,NON
19632,OFF
55490,OFF
18963,NON
35247,NON
22593,NON
2670,OFF
51690,OFF
20254,OFF
10100,NON
31439,NON
16050,NON
51492,NON
57327,NON
8607,NON
8949,NON
18681,NON
26810,NON
44029,NON
8041,NON
33076,NON
47405,OFF
51817,NON
27267,NON
48850,OFF
40912,OFF
45899,NON
27429,NON
719,NON
8341,NON
20493,NON
43266,NON
51971,NON
33804,NON
24596,NON
22133,NON
8528,OFF
34622,NON
4452,NON
52757,NON
7718,OFF
51952,NON
29500,NON
47603,NON
24821,OFF
9091,NON
58062,NON
26686,NON
1147,OFF
4737,NON
44951,NON
37760,NON
34952,NON
43405,NON
37954,NON
32456,NON
35877,OFF
28648,NON
52219,NON
17343,OFF
12977,NON
32494,NON
30796,NON
57815,NON
6770,NON
5390,NON
28315,NON
14455,NON
18130,NON
21854,NON
30979,NON
55961,NON
45937,NON
2295,NON
39109,NON
18630,NON
40441,NON
24763,NON
24500,NON
31729,NON
37606,NON
11018,NON
27005,NON
39638,NON
49286,NON
16858,NON
10560,NON
1384,NON
34962,NON
6662,NON
2983,NON
29074,NON
43264,OFF
662,NON
57399,OFF
36097,NON
49511,NON
3531,NON
18997,NON
47635,NON
34907,NON
54401,NON
54279,OFF
24296,NON
387,NON
30785,NON
14718,NON
55739,NON
34342,OFF
50551,NON
5070,NON
43555,NON
45631,NON
39765,NON
45415,OFF
10259,NON
17245,OFF
5647,NON
55726,NON
46149,OFF
52689,OFF
57512,NON
16645,NON
17128,NON
42772,NON
40872,NON
43858,OFF
3996,OFF
19738,NON
56400,NON
24901,NON
55601,NON
4055,NON
15404,NON
22302,NON
18554,NON
15330,OFF
39741,NON
34572,OFF
10207,NON
49161,NON
4854,NON
11837,NON
38586,NON
52312,NON
1189,NON
43563,NON
2381,NON
14713,OFF
47808,NON
55122,NON
52523,NON
49869,NON
38145,NON
57880,NON
346,NON
37619,NON
51066,NON
39217,NON
10637,NON
5677,NON
14235,OFF
51033,NON
37422,NON
53145,NON
2459,NON
56907,OFF
42097,NON
46287,NON
1108,NON
40104,NON
12703,NON
1561,OFF
14875,OFF
696,NON
53279,NON
14223,OFF
9719,NON
49834,NON
26227,NON
16342,NON
3106,NON
39668,NON
5526,NON
55595,NON
20543,NON
59027,NON
15454,OFF
34736,NON
37074,NON
51064,OFF
59669,NON
29784,NON
55121,NON
19442,NON
53058,NON
21818,NON
4581,NON
892,NON
4735,NON
214,OFF
36436,NON
50209,NON
12595,NON
37172,NON
2507,NON
31586,OFF
10196,NON
43027,OFF
56367,NON
42922,NON
48103,NON
19185,NON
30243,NON
37434,NON
33996,NON
58463,NON
49535,NON
33954,NON
53239,NON
15331,NON
28849,NON
37939,NON
42807,NON
6609,NON
6187,NON
39603,NON
40106,NON
31253,NON
24960,OFF
56779,NON
22591,NON
838,NON
25063,NON
56664,NON
28166,OFF
12486,NON
46377,OFF
2939,NON
36508,NON
37148,NON
56906,OFF
42835,NON
48105,NON
52052,NON
39646,NON
48862,NON
31634,NON
35993,NON
42747,OFF
47206,NON
54053,NON
43414,OFF
46915,NON
14302,NON
59911,NON
33226,NON
17130,OFF
7944,NON
33231,NON
25493,NON
6259,OFF
11850,NON
49965,NON
9915,NON
10659,NON
2488,NON
33906,OFF
54490,NON
11774,NON
26731,NON
17382,NON
18699,NON
43312,NON
38507,NON
22295,NON
15231,NON
33281,NON
51482,NON
1362,NON
4585,NON
38602,NON
30884,NON
11699,NON
17935,NON
42093,NON
35997,NON
31669,OFF
25019,NON
28796,NON
35229,NON
45002,NON
34804,NON
38562,NON
3880,NON
47525,NON
29737,OFF
29414,NON
15801,NON
43530,NON
31859,OFF
57342,NON
21423,NON
42997,NON
1763,NON
58402,NON
2942,NON
17304,OFF
334,OFF
10530,NON
9155,NON
11804,NON
43071,NON
15501,NON
55820,NON
41517,NON
24589,NON
23185,NON
30452,NON
46145,NON
38553,NON
23788,NON
57658,NON
58944,NON
19768,NON
48341,NON
18305,NON
37164,OFF
29752,OFF
17176,NON
51072,NON
31575,NON
22321,NON
46285,NON
36625,NON
18883,NON
59293,NON
46390,NON
12873,NON
18128,NON
33610,NON
25210,NON
26235,OFF
18333,NON
23619,NON
43305,NON
34644,OFF
6168,NON
57582,NON
53171,NON
53124,OFF
28807,NON
35277,NON
8919,NON
15761,NON
29762,NON
20445,OFF
37043,NON
30037,NON
45577,NON
1418,NON
2098,NON
16367,NON
14157,NON
42665,NON
28493,NON
42761,NON
11945,NON
59315,NON
46015,NON
12599,NON
41242,OFF
54529,OFF
16180,OFF
58801,NON
54877,NON
57081,NON
42947,OFF
46270,NON
15866,NON
1339,NON
11039,OFF
55910,NON
57109,NON
41960,NON
8400,NON
7724,OFF
32262,NON
45505,NON
21962,NON
26264,OFF
1396,NON
51972,NON
10103,NON
43936,NON
18563,NON
20484,NON
14106,NON
4905,NON
47321,NON
58374,NON
1014,NON
39556,NON
53688,NON
57781,NON
12988,NON
22729,NON
53207,NON
36482,NON
57416,NON
49095,NON
49119,NON
22771,OFF
54785,NON
51761,NON
20479,NON
46198,NON
43249,NON
46151,OFF
14154,OFF
48087,NON
38039,NON
45996,NON
58926,OFF
31615,OFF
6656,NON
34123,NON
58937,NON
37319,NON
55377,NON
58502,NON
50880,NON
7462,NON
29520,NON
54940,NON
35912,OFF
58913,NON
1951,NON
27469,NON
52701,NON
52727,NON
5260,NON
52558,NON
8032,NON
46910,NON
38917,NON
52100,NON
49137,NON
20998,NON
48736,OFF
8636,NON
57006,NON
28605,NON
10283,NON
41248,NON
26040,NON
28126,NON
57574,NON
56228,NON
38571,NON
18323,NON
48943,OFF
27201,NON
7935,OFF
43904,NON
20062,OFF
50921,NON
31788,NON
56584,NON
23976,NON
47012,NON
6950,NON
1901,NON
51200,NON
34968,OFF
34605,NON
19837,OFF
11492,NON
2140,NON
44498,NON
24999,NON
2600,NON
22086,OFF
43185,OFF
57396,NON
1040,NON
24323,NON
31142,NON
41920,NON
20555,NON
27159,NON
16502,NON
39840,NON
22623,NON
53407,NON
3339,NON
45090,NON
36493,NON
53011,NON
31971,NON
13624,NON
52548,NON
40273,NON
28995,NON
372,NON
58710,NON
52815,NON
19036,OFF
42412,NON
30080,NON
16329,NON
4115,NON
55285,NON
39052,NON
52356,NON
48824,NON
31156,NON
48859,OFF
11753,NON
21845,NON
7377,NON
37049,NON
29883,NON
21780,NON
17291,NON
49884,NON
54798,NON
58276,NON
34765,NON
5768,OFF
51044,NON
35513,NON
10151,NON
33840,NON
48845,NON
11718,NON
55752,NON
32458,NON
38992,NON
58491,NON
14201,NON
21543,NON
56747,NON
13502,NON
47727,NON
27950,NON
46250,NON
44245,OFF
54962,OFF
36176,NON
29544,NON
57732,NON
57650,NON
35700,NON
23073,NON
28517,NON
5683,NON
35223,NON
53203,NON
35699,NON
37443,NON
44961,NON
5064,NON
5560,NON
48968,NON
54311,NON
24325,NON
9743,NON
55027,NON
1850,NON
44737,NON
34672,NON
37309,NON
24441,NON
38860,NON
50562,NON
43095,NON
31896,NON
18556,NON
17875,NON
11120,NON
208,OFF
30802,NON
44873,NON
25373,NON
13544,NON
48687,NON
28645,NON
29466,NON
28768,NON
31938,NON
53946,NON
6848,NON
20701,NON
51337,OFF
54212,NON
19537,NON
269,NON
17482,OFF
19223,OFF
53896,NON
9028,NON
40813,NON
25541,NON
17426,NON
53757,NON
39879,NON
5895,NON
10970,NON
2260,NON
36333,NON
56803,NON
36697,NON
31456,NON
49387,NON
4769,OFF
43151,NON
15976,NON
16039,NON
271,NON
35236,OFF
53019,NON
9798,NON
13495,NON
40924,NON
18512,NON
36957,NON
29066,OFF
22993,NON
21990,NON
38151,NON
22945,NON
30176,NON
57411,NON
15096,NON
23098,NON
59154,OFF
2647,NON
52006,NON
49069,NON
6103,NON
48899,NON
36149,NON
43501,NON
53970,NON
10304,NON
23433,NON
42244,OFF
11365,NON
34818,NON
44116,NON
29733,NON
19161,NON
41666,NON
14159,NON
39681,NON
38186,NON
26121,NON
59850,NON
48407,NON
22168,NON
52239,NON
36950,NON
41950,NON
53065,NON
13302,NON
24940,NON
4411,NON
42608,NON
38887,NON
46345,OFF
35894,NON
1963,NON
3465,NON
53707,NON
13616,NON
21344,NON
47798,NON
55493,NON
39956,NON
17344,NON
58815,NON
37520,NON
29991,NON
53984,NON
1427,NON
312,NON
13686,NON
32705,NON
27304,NON
51427,NON
54220,NON
12156,NON
38069,NON
58039,NON
4481,NON
50149,NON
302,OFF
8658,NON
25916,NON
58783,OFF
11954,NON
20644,OFF
4763,OFF
3449,NON
23143,NON
12858,NON
30524,NON
30627,NON
47372,OFF
25782,NON
7547,NON
1827,NON
54413,NON
26972,NON
22046,OFF
36287,NON
39655,NON
6480,NON
16443,NON
38314,NON
6515,NON
19599,NON
11269,NON
32432,NON
18991,NON
19680,NON
11293,NON
54729,NON
31448,OFF
46764,NON
53513,NON
32088,NON
16319,OFF
1931,NON
26162,NON
59664,NON
49227,OFF
19905,NON
50417,NON
10270,NON
49388,NON
14099,OFF
18645,NON
51677,NON
2802,NON
20258,NON
31513,NON
25934,NON
28030,NON
5098,NON
35129,NON
31981,NON
47857,NON
45596,OFF
19143,NON
32760,OFF
27027,NON
29982,NON
5308,NON
37867,NON
56572,OFF
44640,OFF
9538,NON
24101,NON
50933,NON
50276,NON
59461,NON
27145,NON
27497,NON
17141,NON
50981,NON
33990,NON
8496,NON
56897,OFF
30460,OFF
16930,NON
42689,OFF
52791,NON
35498,OFF
33889,OFF
27236,NON
55084,NON
43548,OFF
7357,NON
28103,OFF
26735,NON
3089,NON
19609,NON
24964,OFF
6102,NON
44707,NON
43691,NON
29517,NON
21038,OFF
23200,NON
5199,NON
3884,NON
52396,NON
34498,NON
14889,NON
42001,OFF
24118,NON
23744,NON
15667,NON
6334,NON
50645,NON
11084,NON
22581,OFF
19586,NON
12502,NON
34029,NON
43428,NON
31451,NON
15735,NON
37722,NON
29956,NON
21981,NON
22569,NON
16803,NON
38279,NON
16209,NON
45696,NON
17941,NON
20168,NON
18177,NON
46472,NON
33504,NON
867,NON
41783,NON
5835,NON
37104,NON
3117,OFF
28966,NON
39537,NON
35268,NON
20134,OFF
24848,NON
13471,NON
23906,NON
6247,NON
4859,NON
10456,NON
16316,NON
55797,OFF
2035,NON
2959,NON
11708,NON
42567,NON
35643,NON
30006,OFF
28207,NON
42706,NON
4980,NON
56162,NON
4335,NON
6827,NON
49166,NON
22574,NON
8821,NON
25687,NON
47789,NON
7471,NON
48555,NON
29921,NON
39029,NON
47324,NON
31633,NON
1305,NON
59343,NON
47901,NON
40778,OFF
31150,NON
18701,OFF
57796,NON
45872,NON
48536,NON
48989,OFF
36310,NON
54148,NON
16490,NON
24553,OFF
24891,OFF
59845,NON
9887,OFF
58318,NON
40876,NON
1699,NON
44787,NON
308,NON
55287,NON
33916,OFF
12363,NON
7790,NON
58754,NON
46687,NON
28518,NON
42478,OFF
14118,NON
38954,NON
2261,NON
35686,NON
29881,OFF
27897,OFF
56142,NON
23456,OFF
48741,OFF
48385,NON
39124,NON
21045,NON
21527,NON
12336,OFF
854,NON
57004,NON
27087,NON
44985,NON
7111,NON
52628,NON
50495,NON
16964,NON
16993,NON
20894,NON
14409,NON
32099,NON
39576,NON
1814,NON
40973,NON
